NOFOLIO,ENTIDAD,CCT,GENERO,NOMBRE_CT                                                                                               ,N_TURNO,EXTENSION,NOMBRE_MUN,NOMBRE_LOC,MARGINA,SOST,SUBSIST,NVL_ESP,NVL_MAT,
130011121B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,II,I,
130011122B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,II,I,
130011123B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,I,
130011124B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,II,
130011126B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,I,I,
130011128B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,II,II,
130011129B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,I,I,
130011130B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,II,
130011131B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,II,I,
130011132B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,II,III,
130011133B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,IV,III,
130011134B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,I,
130011136B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,II,I,
130011137B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,I,II,
130011138B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,III,
130011139B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,I,I,
130011140B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,IV,I,
130011142B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,II,
130011143B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,II,
130011144B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,II,I,
130011145B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,III,
130011146B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,II,I,
130011147B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,I,I,
130011148B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,I,
130011149B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,I,I,
130011150B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,IV,
130011151B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,I,II,
130011152B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,II,
130011153B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,II,I,
130011154B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,II,
130011155B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,III,
130011156B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,II,
130011157B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,I,
130011158B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,II,II,
130011159B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,8,III,
130011161B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,8,II,
130011162B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,III,
130011163B17,HIDALGO,13DCT0007E,M,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,II,
130011164B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,I,II,
130011165B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,III,II,
130011166B17,HIDALGO,13DCT0007E,H,CETIS 91,VESPERTINO,,TULA DE ALLENDE,NANTZHA,MUY BAJO,FEDERAL,DGETI,II,I,
130011168B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011169B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,II,
130011170B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011171B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011172B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,IV,IV,
130011173B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,II,
130011174B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011175B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011176B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011177B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,8,
130011178B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,II,
130011179B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011180B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011181B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011183B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011184B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,I,
130011185B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,8,
130011186B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011187B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,I,
130011188B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,II,
130011189B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011190B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,I,
130011192B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011193B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011194B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011195B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011196B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011197B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011198B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011199B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,IV,II,
130011200B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011201B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,I,
130011202B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011203B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,IV,II,
130011204B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011205B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,8,
130011206B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,I,
130011207B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011208B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,II,
130011210B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011211B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,8,
130011212B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,I,
130011213B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011214B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011215B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,II,
130011216B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011218B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011219B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011220B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,I,
130011221B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011222B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011223B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011224B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011225B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011226B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011227B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,8,II,
130011228B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,I,
130011229B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,II,
130011230B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011231B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,III,I,
130011232B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011233B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011234B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011236B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011237B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011238B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011239B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011240B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011241B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011243B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011244B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011245B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011246B17,HIDALGO,13DPT0003M,M,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,I,I,
130011247B17,HIDALGO,13DPT0003M,H,CONALEP 214 PLANTEL TEPEJI DEL RIO,VESPERTINO,,TEPEJI DEL RIO DE OCAMPO,TEPEJI DE OCAMPO,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011249B17,HIDALGO,13DPT0007I,H,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,III,IV,
130011250B17,HIDALGO,13DPT0007I,H,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,I,II,
130011251B17,HIDALGO,13DPT0007I,H,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,III,II,
130011252B17,HIDALGO,13DPT0007I,H,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,III,II,
130011253B17,HIDALGO,13DPT0007I,H,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011254B17,HIDALGO,13DPT0007I,H,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,II,II,
130011255B17,HIDALGO,13DPT0007I,H,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,I,II,
130011256B17,HIDALGO,13DPT0007I,M,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,II,I,
130011257B17,HIDALGO,13DPT0007I,H,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,IV,II,
130011258B17,HIDALGO,13DPT0007I,H,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,IV,II,
130011259B17,HIDALGO,13DPT0007I,H,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,IV,I,
130011260B17,HIDALGO,13DPT0007I,H,CONALEP ATITALAQUIA,VESPERTINO,,ATITALAQUIA,ATITALAQUIA,MUY BAJO,ESTATAL,CONALEP EDOS,I,II,
